Running Multi-Seed Experiment: gra on resnet56/cifar100 ratio=0.5 seeds=[0, 1, 2]
--- Seed 0 ---
Calculating scores using gra (rho=0.5)...
Pruning threshold: 0.6965
Building new resnet56...
Epoch 1/40 | Train Loss: 1.4572 Acc: 58.78% | Test Loss: 1.5262 Acc: 58.07% | Best: 58.07%
Epoch 2/40 | Train Loss: 1.1124 Acc: 67.30% | Test Loss: 1.5146 Acc: 59.01% | Best: 59.01%
Epoch 3/40 | Train Loss: 1.0393 Acc: 69.20% | Test Loss: 1.4683 Acc: 59.65% | Best: 59.65%
Epoch 4/40 | Train Loss: 0.9828 Acc: 70.70% | Test Loss: 1.5663 Acc: 58.66% | Best: 59.65%
Epoch 5/40 | Train Loss: 0.9486 Acc: 71.77% | Test Loss: 1.3450 Acc: 62.47% | Best: 62.47%
Epoch 6/40 | Train Loss: 0.9257 Acc: 72.28% | Test Loss: 1.3978 Acc: 62.05% | Best: 62.47%
Epoch 7/40 | Train Loss: 0.9068 Acc: 72.90% | Test Loss: 1.3140 Acc: 63.02% | Best: 63.02%
Epoch 8/40 | Train Loss: 0.8873 Acc: 73.37% | Test Loss: 1.4152 Acc: 61.71% | Best: 63.02%
Epoch 9/40 | Train Loss: 0.8712 Acc: 73.87% | Test Loss: 1.3454 Acc: 63.36% | Best: 63.36%
Epoch 10/40 | Train Loss: 0.8582 Acc: 74.22% | Test Loss: 1.2965 Acc: 63.81% | Best: 63.81%
Epoch 11/40 | Train Loss: 0.8476 Acc: 74.46% | Test Loss: 1.3524 Acc: 62.77% | Best: 63.81%
Epoch 12/40 | Train Loss: 0.8319 Acc: 74.81% | Test Loss: 1.4443 Acc: 62.32% | Best: 63.81%
Epoch 13/40 | Train Loss: 0.8277 Acc: 75.14% | Test Loss: 1.3130 Acc: 63.63% | Best: 63.81%
Epoch 14/40 | Train Loss: 0.8046 Acc: 75.58% | Test Loss: 1.3824 Acc: 63.44% | Best: 63.81%
Epoch 15/40 | Train Loss: 0.8066 Acc: 75.69% | Test Loss: 1.3506 Acc: 63.60% | Best: 63.81%
Epoch 16/40 | Train Loss: 0.7937 Acc: 76.07% | Test Loss: 1.3287 Acc: 64.01% | Best: 64.01%
Epoch 17/40 | Train Loss: 0.7882 Acc: 75.95% | Test Loss: 1.3453 Acc: 63.55% | Best: 64.01%
Epoch 18/40 | Train Loss: 0.7847 Acc: 76.23% | Test Loss: 1.3125 Acc: 64.37% | Best: 64.37%
Epoch 19/40 | Train Loss: 0.7689 Acc: 76.76% | Test Loss: 1.3569 Acc: 63.54% | Best: 64.37%
Epoch 20/40 | Train Loss: 0.7697 Acc: 76.65% | Test Loss: 1.3280 Acc: 64.40% | Best: 64.40%
Epoch 21/40 | Train Loss: 0.5923 Acc: 82.41% | Test Loss: 1.0707 Acc: 69.85% | Best: 69.85%
Epoch 22/40 | Train Loss: 0.5375 Acc: 84.25% | Test Loss: 1.0715 Acc: 70.09% | Best: 70.09%
