Running Multi-Seed Experiment: fpgm on resnet56/cifar100 ratio=0.5 seeds=[0, 1, 2]
--- Seed 0 ---
Calculating scores using fpgm (rho=0.5)...
Pruning threshold: 75.7536
Building new resnet56...
Epoch 1/40 | Train Loss: 1.8264 Acc: 51.69% | Test Loss: 1.7004 Acc: 54.65% | Best: 54.65%
Epoch 2/40 | Train Loss: 1.2236 Acc: 64.89% | Test Loss: 1.6352 Acc: 56.13% | Best: 56.13%
Epoch 3/40 | Train Loss: 1.1094 Acc: 67.72% | Test Loss: 1.5060 Acc: 59.64% | Best: 59.64%
Epoch 4/40 | Train Loss: 1.0495 Acc: 69.08% | Test Loss: 1.6437 Acc: 58.08% | Best: 59.64%
Epoch 5/40 | Train Loss: 0.9969 Acc: 70.40% | Test Loss: 1.5756 Acc: 59.02% | Best: 59.64%
Epoch 6/40 | Train Loss: 0.9644 Acc: 71.33% | Test Loss: 1.4507 Acc: 60.88% | Best: 60.88%
Epoch 7/40 | Train Loss: 0.9368 Acc: 72.25% | Test Loss: 1.4923 Acc: 60.62% | Best: 60.88%
Epoch 8/40 | Train Loss: 0.9184 Acc: 72.61% | Test Loss: 1.4637 Acc: 61.21% | Best: 61.21%
Epoch 9/40 | Train Loss: 0.8848 Acc: 73.61% | Test Loss: 1.4316 Acc: 61.79% | Best: 61.79%
Epoch 10/40 | Train Loss: 0.8774 Acc: 73.63% | Test Loss: 1.4512 Acc: 61.22% | Best: 61.79%
Epoch 11/40 | Train Loss: 0.8543 Acc: 74.16% | Test Loss: 1.4173 Acc: 62.26% | Best: 62.26%
Epoch 12/40 | Train Loss: 0.8377 Acc: 74.84% | Test Loss: 1.4589 Acc: 61.65% | Best: 62.26%
Epoch 13/40 | Train Loss: 0.8278 Acc: 75.00% | Test Loss: 1.6374 Acc: 58.43% | Best: 62.26%
Epoch 14/40 | Train Loss: 0.8214 Acc: 75.29% | Test Loss: 1.4074 Acc: 62.45% | Best: 62.45%
Epoch 15/40 | Train Loss: 0.8102 Acc: 75.54% | Test Loss: 1.4221 Acc: 62.49% | Best: 62.49%
Epoch 16/40 | Train Loss: 0.7943 Acc: 76.03% | Test Loss: 1.4125 Acc: 62.60% | Best: 62.60%
Epoch 17/40 | Train Loss: 0.7850 Acc: 76.17% | Test Loss: 1.4169 Acc: 62.31% | Best: 62.60%
Epoch 18/40 | Train Loss: 0.7828 Acc: 76.14% | Test Loss: 1.4441 Acc: 62.21% | Best: 62.60%
Epoch 19/40 | Train Loss: 0.7650 Acc: 76.67% | Test Loss: 1.5108 Acc: 60.61% | Best: 62.60%
Epoch 20/40 | Train Loss: 0.7676 Acc: 76.62% | Test Loss: 1.4826 Acc: 61.56% | Best: 62.60%
