Running Multi-Seed Experiment: gra on vgg16/cifar10 ratio=0.5 seeds=[0, 1, 2]
--- Seed 0 ---
Calculating scores using gra (rho=0.5)...
Pruning threshold: 0.6506
Building new vgg16...
Epoch 1/40 | Train Loss: 1.4985 Acc: 44.50% | Test Loss: 1.2062 Acc: 57.32% | Best: 57.32%
Epoch 2/40 | Train Loss: 0.9926 Acc: 64.87% | Test Loss: 0.9550 Acc: 66.96% | Best: 66.96%
Epoch 3/40 | Train Loss: 0.7900 Acc: 72.57% | Test Loss: 0.8617 Acc: 71.33% | Best: 71.33%
Epoch 4/40 | Train Loss: 0.6774 Acc: 76.63% | Test Loss: 0.6376 Acc: 78.33% | Best: 78.33%
Epoch 5/40 | Train Loss: 0.6001 Acc: 79.41% | Test Loss: 0.6435 Acc: 78.16% | Best: 78.33%
Epoch 6/40 | Train Loss: 0.5508 Acc: 81.24% | Test Loss: 0.6264 Acc: 78.82% | Best: 78.82%
Epoch 7/40 | Train Loss: 0.5044 Acc: 82.64% | Test Loss: 0.5292 Acc: 81.86% | Best: 81.86%
Epoch 8/40 | Train Loss: 0.4723 Acc: 83.77% | Test Loss: 0.5118 Acc: 82.39% | Best: 82.39%
Epoch 9/40 | Train Loss: 0.4385 Acc: 84.93% | Test Loss: 0.5928 Acc: 80.82% | Best: 82.39%
Epoch 10/40 | Train Loss: 0.4209 Acc: 85.39% | Test Loss: 0.4699 Acc: 84.23% | Best: 84.23%
Epoch 11/40 | Train Loss: 0.4007 Acc: 86.34% | Test Loss: 0.4703 Acc: 84.33% | Best: 84.33%
Epoch 12/40 | Train Loss: 0.3743 Acc: 87.31% | Test Loss: 0.4294 Acc: 85.34% | Best: 85.34%
Epoch 13/40 | Train Loss: 0.3639 Acc: 87.46% | Test Loss: 0.5364 Acc: 82.78% | Best: 85.34%
Epoch 14/40 | Train Loss: 0.3461 Acc: 88.27% | Test Loss: 0.4475 Acc: 84.94% | Best: 85.34%
