Running Multi-Seed Experiment: fpgm on vgg16/cifar10 ratio=0.5 seeds=[0, 1, 2]
--- Seed 0 ---
Calculating scores using fpgm (rho=0.5)...
Pruning threshold: 416.5372
Building new vgg16...
Epoch 1/40 | Train Loss: 2.1558 Acc: 20.64% | Test Loss: 1.9693 Acc: 26.00% | Best: 26.00%
Epoch 2/40 | Train Loss: 1.9967 Acc: 25.32% | Test Loss: 1.9270 Acc: 28.17% | Best: 28.17%
Epoch 3/40 | Train Loss: 1.9537 Acc: 27.20% | Test Loss: 1.8902 Acc: 29.52% | Best: 29.52%
Epoch 4/40 | Train Loss: 1.9241 Acc: 28.27% | Test Loss: 1.8481 Acc: 32.04% | Best: 32.04%
Epoch 5/40 | Train Loss: 1.9024 Acc: 29.67% | Test Loss: 1.8233 Acc: 32.89% | Best: 32.89%
Epoch 6/40 | Train Loss: 1.8820 Acc: 30.39% | Test Loss: 1.8413 Acc: 32.08% | Best: 32.89%
Epoch 7/40 | Train Loss: 1.8556 Acc: 31.35% | Test Loss: 1.7912 Acc: 34.06% | Best: 34.06%
Epoch 8/40 | Train Loss: 1.8255 Acc: 33.06% | Test Loss: 1.7836 Acc: 34.49% | Best: 34.49%
Epoch 9/40 | Train Loss: 1.8035 Acc: 33.86% | Test Loss: 1.7459 Acc: 36.92% | Best: 36.92%
Epoch 10/40 | Train Loss: 1.7837 Acc: 34.43% | Test Loss: 1.7589 Acc: 35.67% | Best: 36.92%
Epoch 11/40 | Train Loss: 1.7775 Acc: 34.79% | Test Loss: 1.7310 Acc: 36.73% | Best: 36.92%
Epoch 12/40 | Train Loss: 1.7651 Acc: 35.19% | Test Loss: 1.7051 Acc: 37.99% | Best: 37.99%
Epoch 13/40 | Train Loss: 1.7526 Acc: 35.80% | Test Loss: 1.7082 Acc: 37.36% | Best: 37.99%
Epoch 14/40 | Train Loss: 1.7405 Acc: 36.37% | Test Loss: 1.7380 Acc: 37.04% | Best: 37.99%
