Running Multi-Seed Experiment: gra on resnet56/cifar10 ratio=0.5 seeds=[0]
--- Seed 0 ---
Calculating scores using gra (rho=0.5)...
Pruning threshold: 0.5332
Building new resnet56...
Epoch 1/40 | Train Loss: 0.4771 Acc: 83.96% | Test Loss: 0.4927 Acc: 83.55% | Best: 83.55%
Epoch 2/40 | Train Loss: 0.3070 Acc: 89.55% | Test Loss: 0.3771 Acc: 87.22% | Best: 87.22%
Epoch 3/40 | Train Loss: 0.2658 Acc: 90.94% | Test Loss: 0.4400 Acc: 85.83% | Best: 87.22%
Epoch 4/40 | Train Loss: 0.2439 Acc: 91.66% | Test Loss: 0.3572 Acc: 88.07% | Best: 88.07%
Epoch 5/40 | Train Loss: 0.2287 Acc: 92.15% | Test Loss: 0.4082 Acc: 87.06% | Best: 88.07%
Epoch 6/40 | Train Loss: 0.2152 Acc: 92.55% | Test Loss: 0.3617 Acc: 88.41% | Best: 88.41%
Epoch 7/40 | Train Loss: 0.2133 Acc: 92.73% | Test Loss: 0.3751 Acc: 88.11% | Best: 88.41%
Epoch 8/40 | Train Loss: 0.2006 Acc: 93.14% | Test Loss: 0.3458 Acc: 88.93% | Best: 88.93%
Epoch 9/40 | Train Loss: 0.1970 Acc: 93.28% | Test Loss: 0.3836 Acc: 87.82% | Best: 88.93%
Epoch 10/40 | Train Loss: 0.1885 Acc: 93.48% | Test Loss: 0.3541 Acc: 88.40% | Best: 88.93%
Epoch 11/40 | Train Loss: 0.1853 Acc: 93.64% | Test Loss: 0.3411 Acc: 89.00% | Best: 89.00%
Epoch 12/40 | Train Loss: 0.1775 Acc: 93.98% | Test Loss: 0.3353 Acc: 89.38% | Best: 89.38%
Epoch 13/40 | Train Loss: 0.1788 Acc: 93.85% | Test Loss: 0.4025 Acc: 88.16% | Best: 89.38%
Epoch 14/40 | Train Loss: 0.1777 Acc: 93.94% | Test Loss: 0.3270 Acc: 89.54% | Best: 89.54%
Epoch 15/40 | Train Loss: 0.1700 Acc: 94.11% | Test Loss: 0.3228 Acc: 89.92% | Best: 89.92%
Epoch 16/40 | Train Loss: 0.1662 Acc: 94.29% | Test Loss: 0.4204 Acc: 86.72% | Best: 89.92%
Epoch 17/40 | Train Loss: 0.1637 Acc: 94.31% | Test Loss: 0.3287 Acc: 89.26% | Best: 89.92%
Epoch 18/40 | Train Loss: 0.1590 Acc: 94.46% | Test Loss: 0.3522 Acc: 89.01% | Best: 89.92%
Epoch 19/40 | Train Loss: 0.1555 Acc: 94.66% | Test Loss: 0.4228 Acc: 87.24% | Best: 89.92%
Epoch 20/40 | Train Loss: 0.1595 Acc: 94.54% | Test Loss: 0.3132 Acc: 90.19% | Best: 90.19%
Epoch 21/40 | Train Loss: 0.0974 Acc: 96.84% | Test Loss: 0.2507 Acc: 92.25% | Best: 92.25%
Epoch 22/40 | Train Loss: 0.0762 Acc: 97.61% | Test Loss: 0.2469 Acc: 92.53% | Best: 92.53%
Epoch 23/40 | Train Loss: 0.0676 Acc: 97.94% | Test Loss: 0.2521 Acc: 92.52% | Best: 92.53%
Epoch 24/40 | Train Loss: 0.0638 Acc: 98.09% | Test Loss: 0.2516 Acc: 92.66% | Best: 92.66%
Epoch 25/40 | Train Loss: 0.0588 Acc: 98.18% | Test Loss: 0.2495 Acc: 92.52% | Best: 92.66%
Epoch 26/40 | Train Loss: 0.0549 Acc: 98.29% | Test Loss: 0.2526 Acc: 92.66% | Best: 92.66%
Epoch 27/40 | Train Loss: 0.0512 Acc: 98.42% | Test Loss: 0.2532 Acc: 92.77% | Best: 92.77%
Epoch 28/40 | Train Loss: 0.0504 Acc: 98.45% | Test Loss: 0.2600 Acc: 92.69% | Best: 92.77%
Epoch 29/40 | Train Loss: 0.0475 Acc: 98.58% | Test Loss: 0.2640 Acc: 92.59% | Best: 92.77%
Epoch 30/40 | Train Loss: 0.0471 Acc: 98.56% | Test Loss: 0.2651 Acc: 92.49% | Best: 92.77%
Epoch 31/40 | Train Loss: 0.0412 Acc: 98.81% | Test Loss: 0.2585 Acc: 92.76% | Best: 92.77%
Epoch 32/40 | Train Loss: 0.0410 Acc: 98.86% | Test Loss: 0.2592 Acc: 92.73% | Best: 92.77%
Epoch 33/40 | Train Loss: 0.0412 Acc: 98.81% | Test Loss: 0.2598 Acc: 92.74% | Best: 92.77%
Epoch 34/40 | Train Loss: 0.0390 Acc: 98.91% | Test Loss: 0.2594 Acc: 92.82% | Best: 92.82%
Epoch 35/40 | Train Loss: 0.0397 Acc: 98.85% | Test Loss: 0.2598 Acc: 92.84% | Best: 92.84%
Epoch 36/40 | Train Loss: 0.0399 Acc: 98.86% | Test Loss: 0.2588 Acc: 92.87% | Best: 92.87%
Epoch 37/40 | Train Loss: 0.0382 Acc: 98.92% | Test Loss: 0.2622 Acc: 92.83% | Best: 92.87%
Epoch 38/40 | Train Loss: 0.0390 Acc: 98.86% | Test Loss: 0.2620 Acc: 92.78% | Best: 92.87%
Epoch 39/40 | Train Loss: 0.0384 Acc: 98.88% | Test Loss: 0.2620 Acc: 92.84% | Best: 92.87%
Epoch 40/40 | Train Loss: 0.0374 Acc: 98.94% | Test Loss: 0.2619 Acc: 92.76% | Best: 92.87%
Final Result: 92.87 +/- 0.00
