Running Multi-Seed Experiment: l1 on resnet110/cifar10 ratio=0.3 seeds=[0, 1, 2]
--- Seed 0 ---
Calculating scores using l1 (rho=0.5)...
Pruning threshold: 3.7208
Building new resnet110...
Epoch 1/40 | Train Loss: 0.1159 Acc: 95.96% | Test Loss: 0.3494 Acc: 89.77% | Best: 89.77%
Epoch 2/40 | Train Loss: 0.1041 Acc: 96.35% | Test Loss: 0.2913 Acc: 91.44% | Best: 91.44%
Epoch 3/40 | Train Loss: 0.1008 Acc: 96.59% | Test Loss: 0.2983 Acc: 91.18% | Best: 91.44%
Epoch 4/40 | Train Loss: 0.0995 Acc: 96.53% | Test Loss: 0.3468 Acc: 90.34% | Best: 91.44%
Epoch 5/40 | Train Loss: 0.0945 Acc: 96.79% | Test Loss: 0.3281 Acc: 90.44% | Best: 91.44%
Epoch 6/40 | Train Loss: 0.0943 Acc: 96.70% | Test Loss: 0.3611 Acc: 89.94% | Best: 91.44%
Epoch 7/40 | Train Loss: 0.0967 Acc: 96.68% | Test Loss: 0.3329 Acc: 90.37% | Best: 91.44%
Epoch 8/40 | Train Loss: 0.0913 Acc: 96.90% | Test Loss: 0.3466 Acc: 90.48% | Best: 91.44%
Epoch 9/40 | Train Loss: 0.0911 Acc: 96.92% | Test Loss: 0.3131 Acc: 91.23% | Best: 91.44%
Epoch 10/40 | Train Loss: 0.0888 Acc: 96.96% | Test Loss: 0.3686 Acc: 90.26% | Best: 91.44%
Epoch 11/40 | Train Loss: 0.0943 Acc: 96.74% | Test Loss: 0.4178 Acc: 88.41% | Best: 91.44%
Epoch 12/40 | Train Loss: 0.0877 Acc: 97.04% | Test Loss: 0.3125 Acc: 90.78% | Best: 91.44%
Epoch 13/40 | Train Loss: 0.0890 Acc: 96.96% | Test Loss: 0.2991 Acc: 91.56% | Best: 91.56%
Epoch 14/40 | Train Loss: 0.0844 Acc: 97.12% | Test Loss: 0.3233 Acc: 91.22% | Best: 91.56%
Epoch 15/40 | Train Loss: 0.0897 Acc: 96.91% | Test Loss: 0.3733 Acc: 89.59% | Best: 91.56%
Epoch 16/40 | Train Loss: 0.0835 Acc: 97.15% | Test Loss: 0.3081 Acc: 91.36% | Best: 91.56%
Epoch 17/40 | Train Loss: 0.0870 Acc: 97.06% | Test Loss: 0.3449 Acc: 90.69% | Best: 91.56%
Epoch 18/40 | Train Loss: 0.0855 Acc: 97.07% | Test Loss: 0.3226 Acc: 91.11% | Best: 91.56%
Epoch 19/40 | Train Loss: 0.0831 Acc: 97.17% | Test Loss: 0.2997 Acc: 91.35% | Best: 91.56%
Epoch 20/40 | Train Loss: 0.0833 Acc: 97.13% | Test Loss: 0.3097 Acc: 91.40% | Best: 91.56%
Epoch 21/40 | Train Loss: 0.0399 Acc: 98.78% | Test Loss: 0.2527 Acc: 93.17% | Best: 93.17%
Epoch 22/40 | Train Loss: 0.0261 Acc: 99.25% | Test Loss: 0.2495 Acc: 93.55% | Best: 93.55%
Epoch 23/40 | Train Loss: 0.0212 Acc: 99.43% | Test Loss: 0.2489 Acc: 93.75% | Best: 93.75%
Epoch 24/40 | Train Loss: 0.0174 Acc: 99.54% | Test Loss: 0.2507 Acc: 93.61% | Best: 93.75%
Epoch 25/40 | Train Loss: 0.0157 Acc: 99.59% | Test Loss: 0.2508 Acc: 93.81% | Best: 93.81%
Epoch 26/40 | Train Loss: 0.0137 Acc: 99.68% | Test Loss: 0.2536 Acc: 93.74% | Best: 93.81%
Epoch 27/40 | Train Loss: 0.0131 Acc: 99.68% | Test Loss: 0.2530 Acc: 93.87% | Best: 93.87%
Epoch 28/40 | Train Loss: 0.0117 Acc: 99.73% | Test Loss: 0.2598 Acc: 93.83% | Best: 93.87%
Epoch 29/40 | Train Loss: 0.0104 Acc: 99.76% | Test Loss: 0.2639 Acc: 93.71% | Best: 93.87%
Epoch 30/40 | Train Loss: 0.0107 Acc: 99.76% | Test Loss: 0.2654 Acc: 93.90% | Best: 93.90%
Epoch 31/40 | Train Loss: 0.0100 Acc: 99.78% | Test Loss: 0.2634 Acc: 93.86% | Best: 93.90%
Epoch 32/40 | Train Loss: 0.0093 Acc: 99.78% | Test Loss: 0.2612 Acc: 93.97% | Best: 93.97%
Epoch 33/40 | Train Loss: 0.0088 Acc: 99.82% | Test Loss: 0.2623 Acc: 94.05% | Best: 94.05%
Epoch 34/40 | Train Loss: 0.0100 Acc: 99.77% | Test Loss: 0.2629 Acc: 94.01% | Best: 94.05%
Epoch 35/40 | Train Loss: 0.0092 Acc: 99.81% | Test Loss: 0.2615 Acc: 93.98% | Best: 94.05%
Epoch 36/40 | Train Loss: 0.0096 Acc: 99.79% | Test Loss: 0.2623 Acc: 93.96% | Best: 94.05%
Epoch 37/40 | Train Loss: 0.0090 Acc: 99.81% | Test Loss: 0.2622 Acc: 94.05% | Best: 94.05%
Epoch 38/40 | Train Loss: 0.0090 Acc: 99.80% | Test Loss: 0.2617 Acc: 94.02% | Best: 94.05%
Epoch 39/40 | Train Loss: 0.0086 Acc: 99.81% | Test Loss: 0.2619 Acc: 93.98% | Best: 94.05%
Epoch 40/40 | Train Loss: 0.0091 Acc: 99.81% | Test Loss: 0.2625 Acc: 93.96% | Best: 94.05%
--- Seed 1 ---
Calculating scores using l1 (rho=0.5)...
Pruning threshold: 3.7208
Building new resnet110...
Epoch 1/40 | Train Loss: 0.1146 Acc: 96.13% | Test Loss: 0.3721 Acc: 89.10% | Best: 89.10%
Epoch 2/40 | Train Loss: 0.1037 Acc: 96.49% | Test Loss: 0.3118 Acc: 91.22% | Best: 91.22%
Epoch 3/40 | Train Loss: 0.1018 Acc: 96.56% | Test Loss: 0.3897 Acc: 89.14% | Best: 91.22%
Epoch 4/40 | Train Loss: 0.1011 Acc: 96.60% | Test Loss: 0.3098 Acc: 90.78% | Best: 91.22%
Epoch 5/40 | Train Loss: 0.0937 Acc: 96.70% | Test Loss: 0.3787 Acc: 89.77% | Best: 91.22%
Epoch 6/40 | Train Loss: 0.0957 Acc: 96.77% | Test Loss: 0.3113 Acc: 91.14% | Best: 91.22%
Epoch 7/40 | Train Loss: 0.0930 Acc: 96.79% | Test Loss: 0.3202 Acc: 90.81% | Best: 91.22%
Epoch 8/40 | Train Loss: 0.0941 Acc: 96.83% | Test Loss: 0.3439 Acc: 90.12% | Best: 91.22%
Epoch 9/40 | Train Loss: 0.0944 Acc: 96.77% | Test Loss: 0.3591 Acc: 89.86% | Best: 91.22%
Epoch 10/40 | Train Loss: 0.0934 Acc: 96.81% | Test Loss: 0.3565 Acc: 90.04% | Best: 91.22%
Epoch 11/40 | Train Loss: 0.0891 Acc: 96.95% | Test Loss: 0.3210 Acc: 90.89% | Best: 91.22%
Epoch 12/40 | Train Loss: 0.0891 Acc: 96.96% | Test Loss: 0.3174 Acc: 90.76% | Best: 91.22%
Epoch 13/40 | Train Loss: 0.0862 Acc: 97.09% | Test Loss: 0.3593 Acc: 90.07% | Best: 91.22%
Epoch 14/40 | Train Loss: 0.0856 Acc: 97.02% | Test Loss: 0.3652 Acc: 89.99% | Best: 91.22%
Epoch 15/40 | Train Loss: 0.0877 Acc: 96.94% | Test Loss: 0.3987 Acc: 88.79% | Best: 91.22%
Epoch 16/40 | Train Loss: 0.0862 Acc: 97.02% | Test Loss: 0.3347 Acc: 90.59% | Best: 91.22%
Epoch 17/40 | Train Loss: 0.0852 Acc: 97.14% | Test Loss: 0.3366 Acc: 90.94% | Best: 91.22%
Epoch 18/40 | Train Loss: 0.0830 Acc: 97.12% | Test Loss: 0.3289 Acc: 90.58% | Best: 91.22%
Epoch 19/40 | Train Loss: 0.0840 Acc: 97.25% | Test Loss: 0.3270 Acc: 90.31% | Best: 91.22%
Epoch 20/40 | Train Loss: 0.0786 Acc: 97.38% | Test Loss: 0.3218 Acc: 91.03% | Best: 91.22%
Epoch 21/40 | Train Loss: 0.0416 Acc: 98.72% | Test Loss: 0.2515 Acc: 93.00% | Best: 93.00%
Epoch 22/40 | Train Loss: 0.0262 Acc: 99.28% | Test Loss: 0.2436 Acc: 93.38% | Best: 93.38%
Epoch 23/40 | Train Loss: 0.0209 Acc: 99.41% | Test Loss: 0.2463 Acc: 93.52% | Best: 93.52%
Epoch 24/40 | Train Loss: 0.0167 Acc: 99.56% | Test Loss: 0.2462 Acc: 93.51% | Best: 93.52%
Epoch 25/40 | Train Loss: 0.0158 Acc: 99.58% | Test Loss: 0.2525 Acc: 93.54% | Best: 93.54%
Epoch 26/40 | Train Loss: 0.0137 Acc: 99.67% | Test Loss: 0.2516 Acc: 93.58% | Best: 93.58%
Epoch 27/40 | Train Loss: 0.0130 Acc: 99.69% | Test Loss: 0.2520 Acc: 93.54% | Best: 93.58%
Epoch 28/40 | Train Loss: 0.0122 Acc: 99.70% | Test Loss: 0.2499 Acc: 93.69% | Best: 93.69%
Epoch 29/40 | Train Loss: 0.0110 Acc: 99.75% | Test Loss: 0.2560 Acc: 93.76% | Best: 93.76%
Epoch 30/40 | Train Loss: 0.0102 Acc: 99.78% | Test Loss: 0.2610 Acc: 93.61% | Best: 93.76%
Epoch 31/40 | Train Loss: 0.0099 Acc: 99.79% | Test Loss: 0.2606 Acc: 93.56% | Best: 93.76%
Epoch 32/40 | Train Loss: 0.0095 Acc: 99.79% | Test Loss: 0.2593 Acc: 93.69% | Best: 93.76%
