Running Multi-Seed Experiment: fpgm on resnet110/cifar10 ratio=0.5 seeds=[0, 1, 2]
--- Seed 0 ---
Calculating scores using fpgm (rho=0.5)...
Pruning threshold: 27.2099
Building new resnet110...
Epoch 1/40 | Train Loss: 0.5108 Acc: 83.01% | Test Loss: 0.5158 Acc: 84.12% | Best: 84.12%
Epoch 2/40 | Train Loss: 0.2828 Acc: 90.21% | Test Loss: 0.4260 Acc: 86.33% | Best: 86.33%
Epoch 3/40 | Train Loss: 0.2417 Acc: 91.68% | Test Loss: 0.5754 Acc: 82.77% | Best: 86.33%
Epoch 4/40 | Train Loss: 0.2184 Acc: 92.42% | Test Loss: 0.4701 Acc: 85.37% | Best: 86.33%
Epoch 5/40 | Train Loss: 0.2029 Acc: 92.95% | Test Loss: 0.3700 Acc: 88.06% | Best: 88.06%
Epoch 6/40 | Train Loss: 0.1906 Acc: 93.41% | Test Loss: 0.4933 Acc: 85.11% | Best: 88.06%
Epoch 7/40 | Train Loss: 0.1786 Acc: 93.76% | Test Loss: 0.3545 Acc: 88.99% | Best: 88.99%
Epoch 8/40 | Train Loss: 0.1734 Acc: 94.02% | Test Loss: 0.3466 Acc: 89.02% | Best: 89.02%
Epoch 9/40 | Train Loss: 0.1689 Acc: 94.13% | Test Loss: 0.3413 Acc: 89.81% | Best: 89.81%
Epoch 10/40 | Train Loss: 0.1588 Acc: 94.61% | Test Loss: 0.3689 Acc: 88.36% | Best: 89.81%
Epoch 11/40 | Train Loss: 0.1578 Acc: 94.54% | Test Loss: 0.4313 Acc: 87.14% | Best: 89.81%
Epoch 12/40 | Train Loss: 0.1496 Acc: 94.81% | Test Loss: 0.3981 Acc: 87.70% | Best: 89.81%
Epoch 13/40 | Train Loss: 0.1520 Acc: 94.85% | Test Loss: 0.3806 Acc: 87.92% | Best: 89.81%
Epoch 14/40 | Train Loss: 0.1407 Acc: 95.11% | Test Loss: 0.3779 Acc: 89.04% | Best: 89.81%
Epoch 15/40 | Train Loss: 0.1424 Acc: 94.99% | Test Loss: 0.3811 Acc: 88.60% | Best: 89.81%
Epoch 16/40 | Train Loss: 0.1399 Acc: 95.18% | Test Loss: 0.3658 Acc: 88.96% | Best: 89.81%
