Running Multi-Seed Experiment: l1 on resnet110/cifar10 ratio=0.7 seeds=[0, 1, 2]
--- Seed 0 ---
Calculating scores using l1 (rho=0.5)...
Pruning threshold: 7.6887
Building new resnet110...
Epoch 1/40 | Train Loss: 0.5689 Acc: 80.92% | Test Loss: 0.5018 Acc: 83.55% | Best: 83.55%
Epoch 2/40 | Train Loss: 0.3262 Acc: 88.73% | Test Loss: 0.4813 Acc: 84.51% | Best: 84.51%
Epoch 3/40 | Train Loss: 0.2843 Acc: 90.22% | Test Loss: 0.4378 Acc: 85.41% | Best: 85.41%
Epoch 4/40 | Train Loss: 0.2531 Acc: 91.16% | Test Loss: 0.4063 Acc: 87.24% | Best: 87.24%
Epoch 5/40 | Train Loss: 0.2437 Acc: 91.55% | Test Loss: 0.4817 Acc: 84.54% | Best: 87.24%
Epoch 6/40 | Train Loss: 0.2297 Acc: 91.99% | Test Loss: 0.3742 Acc: 87.77% | Best: 87.77%
Epoch 7/40 | Train Loss: 0.2178 Acc: 92.50% | Test Loss: 0.3716 Acc: 88.44% | Best: 88.44%
Epoch 8/40 | Train Loss: 0.2079 Acc: 92.86% | Test Loss: 0.3808 Acc: 87.85% | Best: 88.44%
Epoch 9/40 | Train Loss: 0.2025 Acc: 92.96% | Test Loss: 0.4394 Acc: 86.15% | Best: 88.44%
Epoch 10/40 | Train Loss: 0.1972 Acc: 93.16% | Test Loss: 0.3684 Acc: 88.45% | Best: 88.45%
Epoch 11/40 | Train Loss: 0.1847 Acc: 93.69% | Test Loss: 0.3780 Acc: 88.24% | Best: 88.45%
Epoch 12/40 | Train Loss: 0.1808 Acc: 93.69% | Test Loss: 0.3745 Acc: 88.44% | Best: 88.45%
Epoch 13/40 | Train Loss: 0.1743 Acc: 93.98% | Test Loss: 0.3982 Acc: 88.00% | Best: 88.45%
Epoch 14/40 | Train Loss: 0.1742 Acc: 93.94% | Test Loss: 0.3520 Acc: 89.42% | Best: 89.42%
Epoch 15/40 | Train Loss: 0.1718 Acc: 94.07% | Test Loss: 0.3739 Acc: 88.27% | Best: 89.42%
Epoch 16/40 | Train Loss: 0.1655 Acc: 94.30% | Test Loss: 0.3392 Acc: 89.29% | Best: 89.42%
Epoch 17/40 | Train Loss: 0.1643 Acc: 94.37% | Test Loss: 0.3492 Acc: 89.09% | Best: 89.42%
Epoch 18/40 | Train Loss: 0.1591 Acc: 94.44% | Test Loss: 0.4044 Acc: 88.04% | Best: 89.42%
Epoch 19/40 | Train Loss: 0.1615 Acc: 94.38% | Test Loss: 0.3840 Acc: 88.51% | Best: 89.42%
Epoch 20/40 | Train Loss: 0.1553 Acc: 94.68% | Test Loss: 0.3742 Acc: 88.50% | Best: 89.42%
Epoch 21/40 | Train Loss: 0.0966 Acc: 96.85% | Test Loss: 0.2864 Acc: 91.47% | Best: 91.47%
Epoch 22/40 | Train Loss: 0.0696 Acc: 97.83% | Test Loss: 0.2835 Acc: 91.57% | Best: 91.57%
Epoch 23/40 | Train Loss: 0.0635 Acc: 98.00% | Test Loss: 0.2819 Acc: 91.90% | Best: 91.90%
Epoch 24/40 | Train Loss: 0.0566 Acc: 98.25% | Test Loss: 0.2853 Acc: 91.74% | Best: 91.90%
Epoch 25/40 | Train Loss: 0.0540 Acc: 98.35% | Test Loss: 0.2900 Acc: 91.80% | Best: 91.90%
Epoch 26/40 | Train Loss: 0.0484 Acc: 98.50% | Test Loss: 0.2899 Acc: 91.82% | Best: 91.90%
