Running Multi-Seed Experiment: fpgm on vgg16/cifar10 ratio=0.7 seeds=[0, 1, 2]
--- Seed 0 ---
Calculating scores using fpgm (rho=0.5)...
Pruning threshold: 417.6328
Building new vgg16...
Epoch 1/40 | Train Loss: 2.0663 Acc: 23.00% | Test Loss: 1.9609 Acc: 27.90% | Best: 27.90%
Epoch 2/40 | Train Loss: 1.9524 Acc: 26.99% | Test Loss: 1.9172 Acc: 27.16% | Best: 27.90%
Epoch 3/40 | Train Loss: 1.9081 Acc: 28.64% | Test Loss: 1.8601 Acc: 31.05% | Best: 31.05%
Epoch 4/40 | Train Loss: 1.8784 Acc: 29.87% | Test Loss: 1.8022 Acc: 34.14% | Best: 34.14%
Epoch 5/40 | Train Loss: 1.8503 Acc: 31.34% | Test Loss: 1.7787 Acc: 34.33% | Best: 34.33%
Epoch 6/40 | Train Loss: 1.8264 Acc: 32.52% | Test Loss: 1.8270 Acc: 30.04% | Best: 34.33%
Epoch 7/40 | Train Loss: 1.8109 Acc: 33.02% | Test Loss: 1.7334 Acc: 36.18% | Best: 36.18%
Epoch 8/40 | Train Loss: 1.7937 Acc: 33.66% | Test Loss: 1.7723 Acc: 35.43% | Best: 36.18%
Epoch 9/40 | Train Loss: 1.7796 Acc: 34.24% | Test Loss: 1.7356 Acc: 37.29% | Best: 37.29%
Epoch 10/40 | Train Loss: 1.7704 Acc: 34.57% | Test Loss: 1.7080 Acc: 37.59% | Best: 37.59%
Epoch 11/40 | Train Loss: 1.7609 Acc: 35.35% | Test Loss: 1.7124 Acc: 37.51% | Best: 37.59%
Epoch 12/40 | Train Loss: 1.7493 Acc: 35.44% | Test Loss: 1.7327 Acc: 37.30% | Best: 37.59%
Epoch 13/40 | Train Loss: 1.7461 Acc: 35.69% | Test Loss: 1.7278 Acc: 37.03% | Best: 37.59%
Epoch 14/40 | Train Loss: 1.7426 Acc: 36.04% | Test Loss: 1.7325 Acc: 36.52% | Best: 37.59%
Epoch 15/40 | Train Loss: 1.7358 Acc: 36.32% | Test Loss: 1.6908 Acc: 38.04% | Best: 38.04%
Epoch 16/40 | Train Loss: 1.7274 Acc: 36.73% | Test Loss: 1.7043 Acc: 38.07% | Best: 38.07%
Epoch 17/40 | Train Loss: 1.7268 Acc: 36.46% | Test Loss: 1.7356 Acc: 37.36% | Best: 38.07%
Epoch 18/40 | Train Loss: 1.7232 Acc: 36.52% | Test Loss: 1.7455 Acc: 37.85% | Best: 38.07%
Epoch 19/40 | Train Loss: 1.7163 Acc: 37.26% | Test Loss: 1.7032 Acc: 38.15% | Best: 38.15%
