epoch,train_loss,train_acc,test_loss,test_acc,lr
1,0.8754197853757902,69.78,0.6433348342587676,78.79,0.010000000000000002
2,0.41961226903873944,85.47,0.5168754616870156,83.14,0.010000000000000002
3,0.3499547587255078,87.944,0.4449276090422763,85.42,0.010000000000000002
4,0.3113990928739538,89.248,0.43448490243923815,85.63,0.010000000000000002
5,0.2913587395568638,89.912,0.4039093116416207,87.34,0.010000000000000002
6,0.27305843862121365,90.574,0.4590718419868735,86.01,0.010000000000000002
7,0.25766825656909165,91.08,0.4076741586757612,86.81,0.010000000000000002
8,0.2480487323287503,91.454,0.4006204763545266,87.0,0.010000000000000002
9,0.24057684103241356,91.514,0.4175871870940245,87.25,0.010000000000000002
10,0.23159703254089942,91.934,0.40438506214679043,87.09,0.010000000000000002
11,0.21944239272562135,92.388,0.405310952776595,87.33,0.010000000000000002
12,0.21506493969265458,92.48,0.4290061660959751,86.33,0.010000000000000002
13,0.2113889361662633,92.66,0.46383253777328926,85.41,0.010000000000000002
14,0.20802515564138627,92.76,0.3602530309293844,88.53,0.010000000000000002
15,0.2056644381883809,92.892,0.38119852373117136,87.96,0.010000000000000002
16,0.19474974994921623,93.26,0.40774984902973416,87.43,0.010000000000000002
17,0.18849092750521876,93.506,0.4428607964817482,86.22,0.010000000000000002
18,0.18873504337752262,93.458,0.37129362946069694,88.02,0.010000000000000002
19,0.1830898361552097,93.75,0.38853063971935947,87.86,0.010000000000000002
20,0.18077177455281968,93.83,0.38207200905190236,88.2,0.0010000000000000002
21,0.11582020600624096,96.158,0.3089422491155093,90.51,0.0010000000000000002
22,0.09121199591499765,97.05,0.3044996563392349,90.86,0.0010000000000000002
23,0.08485574980297357,97.256,0.3081659609569779,90.84,0.0010000000000000002
24,0.07693198576683888,97.638,0.3072592731140837,91.0,0.0010000000000000002
25,0.07039653285956748,97.77,0.31425561274908764,90.89,0.0010000000000000002
26,0.0698918756788306,97.792,0.3139472388768498,91.14,0.0010000000000000002
27,0.06409639240626026,97.99,0.31978576866131797,91.0,0.0010000000000000002
28,0.06105232566757047,98.086,0.3230777331922628,90.94,0.0010000000000000002
29,0.06015776970264171,98.174,0.32451846676914,91.0,0.0010000000000000002
30,0.05683359270081725,98.224,0.33029758137992665,90.87,0.00010000000000000003
31,0.051979547416519785,98.412,0.32721172292021256,91.07,0.00010000000000000003
32,0.050481549666627594,98.506,0.3272614746908598,91.04,0.00010000000000000003
33,0.05127340864837932,98.402,0.3279719632826274,90.95,0.00010000000000000003
34,0.04945821517511555,98.5,0.3247170563362822,91.13,0.00010000000000000003
35,0.05026592516466556,98.49,0.32712432723256607,91.0,0.00010000000000000003
36,0.049384643876320106,98.508,0.32603361165221734,91.15,0.00010000000000000003
37,0.04907026723541719,98.556,0.3246394940946676,91.14,0.00010000000000000003
38,0.04813613111624861,98.59,0.32704526308593873,91.16,0.00010000000000000003
39,0.04763826200514651,98.594,0.32557078318882593,91.19,0.00010000000000000003
40,0.04700933212695448,98.582,0.3281659218895284,91.01,0.00010000000000000003
