epoch,train_loss,train_acc,test_loss,test_acc,lr
1,4.364642048125987,3.778,4.010762619066842,7.57,0.1
1,4.3914511112300945,3.614,4.153965108002288,6.81,0.1
1,4.314294043099484,3.944,4.073501752901681,6.72,0.1
1,4.422152733254006,2.97,4.054722251771372,6.64,0.1
2,3.7294080458638614,11.74,3.6290829875801185,14.41,0.1
2,3.7617808266368975,10.964,3.6354890322383446,12.87,0.1
2,3.7588779938495374,10.81,3.665126830716676,13.2,0.1
2,3.7860235808145664,10.472,3.725564464738097,11.91,0.1
3,3.3028484829856306,18.866,3.3610049561609197,18.65,0.1
3,3.32474467394602,18.118,3.418049477323701,18.89,0.1
3,3.3482099719669507,17.85,3.199157745023317,20.12,0.1
3,3.329035401039416,17.862,3.109580782395375,21.88,0.1
4,2.859514959023127,27.296,2.9517232194731506,25.92,0.1
4,2.880619206391942,26.5,3.1131700564034377,23.39,0.1
4,2.931306235320733,25.668,3.1054152416277536,24.1,0.1
4,2.8771049555610206,26.438,3.0213924329492112,25.14,0.1
5,2.541140831949766,33.38,2.5355344844769827,33.68,0.1
5,2.5607361452049,32.922,2.588938251326356,33.63,0.1
5,2.60211945555704,32.188,2.628326325476924,32.76,0.1
5,2.550540675287661,32.918,2.511985845203641,34.62,0.1
6,2.312501036297635,38.182,2.5206964589372465,35.42,0.1
6,2.3141495617454315,38.098,2.5145990818361694,34.66,0.1
6,2.35543418814764,37.284,2.41328827037087,35.93,0.1
6,2.3095393004014975,38.024,2.5406638700750808,34.49,0.1
7,2.166099330653315,41.404,2.3262213694898386,39.26,0.1
7,2.1972787050944764,40.834,2.244520206994648,40.2,0.1
7,2.1632025650395152,41.382,2.231537669519835,40.67,0.1
7,2.161886274357281,41.472,2.516209321685984,35.47,0.1
8,2.047647231375165,44.17,2.2985847901694383,40.57,0.1
8,2.0621094999410916,43.622,2.4614992111544067,37.21,0.1
8,2.0418300589027307,44.218,2.499132729783843,37.33,0.1
8,2.0373077752340176,44.064,2.6248489150518104,36.39,0.1
9,1.9518957833194976,46.432,2.2648353063607516,41.58,0.1
9,1.9671006916124192,46.26,2.203396232822273,42.77,0.1
9,1.9461883586995743,46.536,2.3051607729513433,41.24,0.1
9,1.9487363475058086,46.342,2.3755371042444735,38.84,0.1
10,1.876885026007357,48.064,2.217553241343438,42.09,0.1
10,1.889256073385858,48.238,2.2293134927749634,41.17,0.1
10,1.8788860999714687,48.176,2.2264041810096065,42.07,0.1
10,1.8738440180678502,48.372,2.128790103936497,43.0,0.1
11,1.8332090737569668,49.222,2.490178286274777,37.3,0.1
11,1.8334135728723862,49.0,2.301803871046139,39.9,0.1
11,1.8232873446496247,49.2,2.474516459658176,38.24,0.1
11,1.821869623935436,49.154,2.1166265463527245,43.46,0.1
12,1.7828325383803423,50.41,2.4414265970640545,40.59,0.1
12,1.7800113014552905,50.526,2.703832728953301,36.73,0.1
12,1.7773500113840908,50.592,2.5724332996561556,38.42,0.1
12,1.7684960026875176,50.674,2.1374010043808176,43.15,0.1
13,1.7426528394069818,51.656,2.1203962413570547,45.53,0.1
13,1.7497225621777117,51.472,2.1456001499031165,43.9,0.1
13,1.737550742790827,51.752,2.219258625296098,43.52,0.1
13,1.7336609897101323,51.71,2.116019294231753,44.22,0.1
14,1.7125143056635357,52.062,2.1528563182565232,43.47,0.1
14,1.7110552918880493,52.226,2.3799627445921114,41.27,0.1
14,1.7056861551826263,52.428,2.1316979338851154,43.75,0.1
14,1.703199253667651,52.542,2.2645118266721314,42.93,0.1
15,1.6812947631796913,53.03,2.1801076086261606,42.94,0.1
15,1.6840027165229974,53.082,2.0681375114223624,45.02,0.1
15,1.6814490666474833,53.11,2.038324752940407,45.48,0.1
15,1.6706132626594485,53.254,1.9487427352349969,46.79,0.1
16,1.6622888166886156,53.36,2.0647272701504864,44.72,0.1
16,1.6657994433742045,53.378,2.5599147760415377,37.94,0.1
16,1.6627026582922777,53.354,2.2397603445415255,41.58,0.1
16,1.6629146986910144,53.284,2.566283434252196,38.27,0.1
17,1.630993265020268,54.534,2.2105190225794344,43.41,0.1
17,1.6389374089667865,53.826,2.153177979626233,44.77,0.1
17,1.6293668533530077,54.276,1.8124090040786356,50.39,0.1
17,1.6260236864504607,54.252,2.1848463363285306,44.35,0.1
18,1.6219592710285236,54.558,2.1317039486728135,44.57,0.1
18,1.625439919779063,54.268,2.0288992758038678,47.28,0.1
18,1.6224912319646771,54.736,2.1957393507414227,44.3,0.1
18,1.606814155798129,54.728,2.1018561366238173,45.04,0.1
19,1.6011944384221226,54.908,2.0363749476927744,46.72,0.1
19,1.6079313169659861,54.84,1.9183575865588611,49.18,0.1
19,1.5981714813910481,55.368,2.164837941338744,43.6,0.1
19,1.5916020220807752,55.35,2.2140224689169776,44.11,0.1
20,1.5829320722223852,55.542,2.0506008335306674,45.4,0.1
20,1.5818580553659698,55.68,2.111090660095215,44.74,0.1
20,1.578518320227523,55.502,2.296456567848785,42.63,0.1
20,1.5684339180017066,55.8,1.8401534798779065,49.81,0.1
21,1.5692943090672993,55.922,1.9471333856824078,48.12,0.1
21,1.5760126062061475,55.624,2.5371300480033776,39.47,0.1
21,1.5630393833150644,55.878,1.9924434212189686,47.35,0.1
21,1.5626135143782476,56.086,1.852371075485326,49.95,0.1
22,1.5626236791805843,55.8,2.3269618855247014,43.48,0.1
22,1.5616359405810265,55.86,2.0260011214244216,46.83,0.1
22,1.564102598163478,55.636,1.8789227038999148,49.16,0.1
22,1.5513165433083653,55.94,1.9128577467761463,49.74,0.1
23,1.5411267643389495,56.28,2.1943516037132165,46.11,0.1
23,1.548832775381825,56.266,2.004428540604024,47.48,0.1
23,1.546486705160507,56.53,1.8873616713511794,49.86,0.1
23,1.5408607471324598,56.544,2.0907397179663936,46.57,0.1
24,1.53723671613142,56.432,2.058635171455673,46.43,0.1
24,1.5438419778633605,56.384,2.143295595917521,44.87,0.1
24,1.528297100530561,56.83,2.0835232659231258,45.82,0.1
24,1.5281585711042593,56.524,2.028110164630262,47.38,0.1
25,1.5366872164904308,56.606,2.2000447285326223,44.3,0.1
25,1.533337520211554,56.596,2.0667767328552054,45.71,0.1
25,1.5253121133350656,56.838,1.9990215995643712,47.62,0.1
25,1.5256532131863372,56.668,2.2234387307227412,44.5,0.1
26,1.5249932351929452,56.788,2.0869629020932354,46.08,0.1
26,1.524310438834188,57.092,2.167100010038931,44.18,0.1
26,1.5237657167112735,56.924,2.0670040468626385,47.36,0.1
26,1.514555443278359,56.864,2.19165856023378,45.56,0.1
27,1.5120760424972495,57.202,1.9526112713391268,48.43,0.1
27,1.5155212827350781,57.436,1.9133439622347868,49.73,0.1
27,1.5081331129269222,57.028,2.253133420702777,43.42,0.1
27,1.4995749261982911,57.302,2.086177528659,46.64,0.1
28,1.5001186867199285,57.506,2.012042024467565,49.5,0.1
28,1.50737121647886,57.252,2.8594945322109173,39.53,0.1
28,1.4976596661540857,57.526,1.8999586392052565,50.64,0.1
28,1.489806999026052,57.758,1.9231779303731797,50.15,0.1
29,1.492221142020067,57.6,1.8627644354784036,50.04,0.1
29,1.4988651318318398,57.54,1.9982821081258073,47.87,0.1
29,1.4975910564822614,57.56,2.1055748749382888,47.24,0.1
29,1.4832560802664598,57.77,1.962422277353987,49.12,0.1
30,1.4923313749415794,57.956,2.0305014275297335,47.78,0.1
30,1.4867552744458095,57.942,2.0144304082363464,48.22,0.1
30,1.4825128118705262,58.33,2.014526726324347,49.16,0.1
30,1.4854120878917176,57.676,2.159639870064168,44.66,0.1
31,1.489363207231702,58.01,2.0076539908783344,48.18,0.1
31,1.4891183574486266,57.744,1.9386267269713968,48.75,0.1
31,1.479191834969289,58.004,1.9303881292101703,49.97,0.1
31,1.4817867315638706,58.038,1.9768812067901032,48.21,0.1
32,1.4826878047050418,58.072,1.8857193928730638,49.95,0.1
32,1.4796690921039533,58.118,1.882634339453299,50.11,0.1
