epoch,train_loss,train_acc,test_loss,test_acc,lr
1,1.6941227495212994,36.078,1.4528890833070007,47.24,0.010000000000000002
2,1.265494505462744,54.1,1.2562357700323756,57.04,0.010000000000000002
3,0.98244101174957,65.15,1.070202246496949,65.07,0.010000000000000002
4,0.8232754020739699,70.798,0.8704795490337324,70.25,0.010000000000000002
5,0.7164711671717027,75.026,0.8356316180168828,72.21,0.010000000000000002
6,0.641261219825891,77.438,0.6839152095438559,76.79,0.010000000000000002
7,0.5869647183686572,79.706,0.6103537856023523,78.92,0.010000000000000002
8,0.5323498797081315,81.442,0.6495697170118743,78.36,0.010000000000000002
9,0.5060627306513774,82.46,0.6328667157058474,78.67,0.010000000000000002
10,0.4729529487354981,83.52,0.6071934156780001,79.29,0.010000000000000002
11,0.45447434214374904,84.268,0.5071645216851295,82.59,0.010000000000000002
12,0.431112933303694,85.19,0.6239445530161073,79.72,0.010000000000000002
13,0.41932468310646387,85.496,0.5076430877552757,83.2,0.010000000000000002
14,0.4020777574128202,86.17,0.5605409530144704,81.71,0.010000000000000002
15,0.3866203699041815,86.546,0.5117815812177295,82.99,0.010000000000000002
16,0.37568671887030686,86.896,0.525053705218472,82.59,0.010000000000000002
17,0.3641906043757563,87.26,0.5504833659793757,81.25,0.010000000000000002
18,0.3587141253454301,87.562,0.4690435913544667,84.49,0.010000000000000002
19,0.3485339754225348,87.986,0.5471900422361833,82.54,0.010000000000000002
20,0.3391792068777182,88.226,0.5986779815034021,80.32,0.0010000000000000002
21,0.25999009723553573,91.07,0.35767272341100476,88.01,0.0010000000000000002
22,0.2320740272855515,92.25,0.3560944767315177,88.31,0.0010000000000000002
23,0.2197938865750952,92.522,0.35352606354634974,88.34,0.0010000000000000002
24,0.21136041507696557,92.836,0.35549340859244144,88.39,0.0010000000000000002
25,0.20859521758906982,92.96,0.35717023173465007,88.31,0.0010000000000000002
26,0.20098899466835934,93.224,0.3595176201455201,88.51,0.0010000000000000002
27,0.19695220047326953,93.368,0.3599215991134885,88.51,0.0010000000000000002
28,0.19329834197793166,93.456,0.3619249638500093,88.38,0.0010000000000000002
29,0.18888265549984123,93.674,0.3608918265451359,88.41,0.0010000000000000002
30,0.18639649839504904,93.586,0.3695215946888622,88.34,0.00010000000000000003
31,0.17185502266868605,94.168,0.3661504104922089,88.3,0.00010000000000000003
32,0.17660055239029857,94.022,0.3635274898025054,88.47,0.00010000000000000003
33,0.1726045173299892,94.276,0.3616688143980654,88.44,0.00010000000000000003
34,0.17170179795349955,94.228,0.35990759862374655,88.4,0.00010000000000000003
35,0.17248480753673007,94.19,0.3612701572194884,88.33,0.00010000000000000003
36,0.1675195338399819,94.5,0.36200476843345014,88.52,0.00010000000000000003
37,0.16907497533523214,94.298,0.36233736763272106,88.46,0.00010000000000000003
38,0.16615187176658064,94.47,0.36226107915745503,88.48,0.00010000000000000003
39,0.1708675189053311,94.304,0.3623379970653148,88.55,0.00010000000000000003
40,0.16706267418458942,94.428,0.3644848396129246,88.54,0.00010000000000000003
