epoch,train_loss,train_acc,test_loss,test_acc,lr
1,1.0310386573262227,63.912,0.7711389272273341,73.07,0.010000000000000002
2,0.6265412189466569,78.304,0.7304688318620755,75.79,0.010000000000000002
3,0.5357113104037312,81.542,0.6446042245701898,78.42,0.010000000000000002
4,0.48480464422794256,83.39,0.5902204219299026,80.29,0.010000000000000002
5,0.4511071693561876,84.596,0.5218875766554966,82.45,0.010000000000000002
6,0.4269307376173756,85.224,0.5220960759663884,83.0,0.010000000000000002
7,0.4064628883167301,85.936,0.5161372306226175,82.69,0.010000000000000002
8,0.3906970389587495,86.582,0.4638745890388006,84.33,0.010000000000000002
9,0.3815916766748404,86.916,0.45978584395179267,84.66,0.010000000000000002
10,0.36510034480972975,87.546,0.5100862266896646,83.2,0.010000000000000002
11,0.35354077034746595,87.82,0.4661709343708014,84.74,0.010000000000000002
12,0.35071759916784817,87.938,0.4817519512357591,84.4,0.010000000000000002
13,0.34153978153110465,88.292,0.48948180486884296,83.87,0.010000000000000002
14,0.3327657621534889,88.456,0.4545263746116735,84.91,0.010000000000000002
15,0.3289101402015637,88.554,0.43513313105589224,85.77,0.010000000000000002
16,0.3266863327883089,88.87,0.40034009836897066,86.41,0.010000000000000002
17,0.3153420531612528,89.212,0.4029004236188116,86.63,0.010000000000000002
18,0.31272477041120117,89.22,0.3985051469335073,86.86,0.010000000000000002
19,0.3045444230518073,89.48,0.446382746289048,85.7,0.010000000000000002
20,0.2987022710120891,89.65,0.41297999288462384,86.45,0.0010000000000000002
21,0.23503948260298776,91.914,0.30856489418428157,89.76,0.0010000000000000002
22,0.20958212978394744,92.92,0.30466523577895344,89.98,0.0010000000000000002
23,0.20164637404786961,93.132,0.3029561565269398,90.07,0.0010000000000000002
24,0.19666828603848166,93.29,0.30477893842926507,90.08,0.0010000000000000002
25,0.19323226567500693,93.486,0.30219238279741023,90.29,0.0010000000000000002
26,0.18875640196263638,93.62,0.29787631031078626,90.09,0.0010000000000000002
27,0.1852463786978551,93.73,0.2970300814773463,90.53,0.0010000000000000002
28,0.18191631233600705,93.82,0.29952168766456316,90.12,0.0010000000000000002
29,0.18024600375338892,93.89,0.30105212255369257,90.31,0.0010000000000000002
30,0.1772999243663095,94.118,0.2987886501263969,90.05,0.00010000000000000003
31,0.17077886894383393,94.214,0.2966884190711794,90.26,0.00010000000000000003
32,0.16911228753797844,94.334,0.29245412104491947,90.33,0.00010000000000000003
33,0.16778629299853465,94.296,0.29512769625156743,90.45,0.00010000000000000003
34,0.1674078018273539,94.294,0.2950036191864859,90.47,0.00010000000000000003
35,0.1649390759561068,94.448,0.2944524944583072,90.44,0.00010000000000000003
36,0.16823452036551503,94.294,0.29327115171317814,90.49,0.00010000000000000003
37,0.16339700305096025,94.498,0.2954847407114657,90.49,0.00010000000000000003
38,0.16441000494963068,94.342,0.29323029074865054,90.46,0.00010000000000000003
39,0.1647277040326077,94.48,0.293520259140413,90.59,0.00010000000000000003
40,0.16527185817737408,94.41,0.295588842864278,90.54,0.00010000000000000003
