epoch,train_loss,train_acc,test_loss,test_acc
0,1.6000512835314817,39.844,1.6181065380573272,42.43
1,1.0864169939094797,60.598,1.1964800268411637,58.27
2,0.8532245185064233,69.828,0.9021109640598297,69.17
3,0.7353254994163123,74.346,0.7716413223743439,74.01
4,0.6492313406504023,77.36,0.9584759002923966,67.15
5,0.5980171687005426,79.404,0.7310947024822235,75.96
6,0.5552087724208832,80.722,0.7228220456838608,76.46
7,0.5234547806975177,81.884,0.6220529571175575,79.66
8,0.49603354671727057,82.804,0.5442047369480133,81.41
9,0.47404318628713604,83.498,0.6387046042084694,77.97
10,0.45421050999628004,84.24,0.7193980413675308,75.45
11,0.4380914957245902,84.866,0.5700084909796714,81.59
12,0.42412478150918964,85.362,0.6450702810287475,79.79
13,0.40812604460874785,85.72,0.5814720502495766,81.87
14,0.3945187941917678,86.456,0.8884945756196976,75.37
15,0.38863942869331525,86.512,0.507431293129921,83.93
16,0.3750827128015211,86.944,0.6209397530555725,80.46
17,0.36451449639656963,87.304,0.5845195531845093,81.55
18,0.35742718976019594,87.6,0.47377767249941827,84.53
19,0.35902206390105246,87.554,0.49191901117563247,84.33
20,0.3434966653585434,88.122,0.5461984041333199,82.39
21,0.3376137031161267,88.358,0.47468880891799925,84.68
22,0.334547678070605,88.192,0.6309902825951577,80.31
23,0.33013835427401317,88.54,0.5511692956089973,83.09
24,0.3184630682934885,88.892,0.5704562783241272,82.23
25,0.32212858877675915,88.688,0.4571884062886238,85.66
26,0.3109273888037333,89.222,0.4171497213840485,86.6
27,0.30935364824426753,89.206,0.5684357169270515,82.91
28,0.3005122149082096,89.608,0.47031237319111824,85.07
29,0.30138015907133936,89.56,0.49888856038451196,84.64
30,0.2973946137044131,89.674,0.4988189128041267,83.54
31,0.29186017056712715,89.816,0.4363675174117088,86.2
32,0.28935858005148063,89.896,0.43982041999697685,85.88
33,0.2846018351099985,90.082,0.5286336916685105,84.25
34,0.28243263862322054,90.236,0.4569387289881706,85.87
35,0.283385379730588,90.184,0.5078129199147224,84.55
36,0.28056442798555964,90.156,0.4692316448688507,84.74
37,0.27856653536219733,90.37,0.5625795570015907,82.56
38,0.2695768548704474,90.642,0.4510757273435593,85.81
39,0.27284565306914127,90.55,0.4747371307015419,85.02
40,0.2716978455291075,90.42,0.567957875430584,82.77
41,0.2632515199120392,90.798,0.44013107776641847,85.82
42,0.25794870606468767,91.076,0.48015032455325124,85.86
43,0.26425283118282133,90.652,0.4346422792971134,86.04
44,0.2648335138664526,90.768,0.4154481153190136,86.43
45,0.2578782189989944,90.842,0.4071696063876152,87.12
46,0.25704745531005935,90.992,0.4919153892993927,84.61
47,0.25399475316028763,91.228,0.513563738167286,84.62
48,0.2541969737128528,91.026,0.48177308768033983,84.89
49,0.25182174235734794,91.35,0.4865245723724365,85.5
50,0.2523361947149267,91.112,0.49371654763817785,85.11
51,0.2487182640434836,91.348,0.4459480467438698,86.23
52,0.24683025376418669,91.272,0.4909388874471188,84.69
53,0.24779896318074077,91.29,0.5016403874754906,84.84
54,0.24122060490462482,91.48,0.465515695810318,86.09
55,0.24858162978954632,91.268,0.43421838849782946,86.41
56,0.23798275247330555,91.756,0.3843262231349945,88.01
57,0.23936979541235873,91.608,0.5190360257029534,84.93
58,0.24112996443763107,91.678,0.5267997193336487,84.59
59,0.23756034759914174,91.6,0.5135183304548263,83.91
60,0.23285544625557292,91.814,0.4485959342122078,86.63
61,0.23392271130438655,91.832,0.503335730433464,84.73
62,0.2324171345633314,91.914,0.4048664118349552,87.1
63,0.2366879159760902,91.714,0.41730747327208517,86.9
64,0.2351392878176611,91.796,0.4691427946090698,86.05
65,0.23004218438625945,91.936,0.4292553073167801,86.36
66,0.23040017672359486,91.926,0.4356330059468746,86.74
67,0.22786540368481364,92.034,0.42771262794733045,86.9
68,0.2312919712813614,91.832,0.3989392629265785,87.49
69,0.2244766343318288,92.184,0.589789853990078,82.7
70,0.22983754677769472,91.992,0.4828396879136562,85.63
71,0.23023421227779534,91.944,0.48417425513267515,85.65
72,0.2288543706202446,91.888,0.4703381437063217,85.78
73,0.22333496993841112,92.084,0.42752440631389615,86.49
74,0.22193808933658063,92.136,0.41238808020949363,87.22
75,0.2232807328748276,92.128,0.4011755235493183,87.39
76,0.22458136575225066,92.142,0.41826667651534083,87.19
77,0.2217916290244788,92.252,0.4509206932783127,85.93
78,0.22495440189795726,92.138,0.40574818313121797,87.58
79,0.21956076526352206,92.262,0.40340337961912154,87.28
80,0.21609264660788619,92.46,0.4716769427061081,85.89
81,0.21603031374533158,92.502,0.45690173596143724,86.65
82,0.22142144801366664,92.178,0.5026162451505661,84.89
83,0.21822562990972147,92.478,0.397805088609457,87.5
84,0.21516500352441198,92.554,0.4969962877035141,85.24
