architecture,dataset,ratio,method_a,method_b,n,mean_a,mean_b,delta_mean,delta_std,ci95_low,ci95_high,cohen_d,p_raw_ttest_rel,p_holm_ttest_rel,p_raw_wilcoxon,seeds
resnet56,cifar100,0.7,GRA-CHIP-v3,Taylor,3,67.85333333333334,67.3,0.5533333333333369,0.3007028803025103,0.21305599111138662,0.8936106755552872,1.5024624118182737,0.1213609958055469,0.1213609958055469,0.25,"42,123,456"
vgg16,cifar100,0.7,GRA-CHIP-v3,Taylor,3,64.14999999999999,61.81999999999999,2.3300000000000005,0.2237558192911781,2.0767964542990067,2.5832035457009943,8.50229075421686,0.004579473859943415,0.00915894771988683,0.25,"42,123,456"
